time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-20T00:38:34.950Z,19.239,-155.3976667,32.56,2.73,ml,61,96,0.001497,0.11,hv,hv70960336,2019-05-24T04:51:55.040Z,"9km ENE of Pahala, Hawaii",earthquake,0.39,0.53,0.158,29,reviewed,hv,hv
2019-05-20T00:30:11.351Z,36.3334,71.0381,114.5,4.4,mwr,,78,1.294,0.76,us,us70003ndc,2019-05-20T00:58:30.040Z,"41km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,3.7,6.7,0.078,16,reviewed,us,us
2019-05-20T00:17:42.540Z,35.0083333,-118.3671667,7.7,2.91,ml,73,26,0.02748,0.17,ci,ci38599720,2019-05-20T20:16:33.360Z,"16km SSE of Tehachapi, CA",earthquake,0.13,0.39,0.197,159,reviewed,ci,ci
2019-05-19T21:27:33.970Z,52.3471,178.4826,16.2,2.9,ml,,,,0.48,ak,ak0196e8d97s,2019-05-22T22:43:26.796Z,"44km N of Little Sitkin Island, Alaska",earthquake,,7.3,,,reviewed,ak,ak
2019-05-19T18:51:05.820Z,-19.4627,-177.2867,388.89,4.7,mb,,84,4.738,1.14,us,us70003nar,2019-05-19T20:23:25.040Z,"197km NE of Ndoi Island, Fiji",earthquake,12.4,6.9,0.055,99,reviewed,us,us
2019-05-19T17:57:19.446Z,14.8402,-93.5009,43.54,4.3,mb,,182,1.775,1.39,us,us70003nag,2019-05-20T20:13:03.743Z,"92km SW of Mapastepec, Mexico",earthquake,8.7,13.2,0.071,56,reviewed,us,us
2019-05-19T16:35:31.286Z,2.3974,-84.1952,10,4.6,mb,,96,5.494,0.85,us,us70003n9w,2019-05-19T17:01:56.040Z,"Off the coast of Central America",earthquake,7.8,1.9,0.107,26,reviewed,us,us
2019-05-19T16:23:41.110Z,44.9975,-123.841333333333,44.02,3.57,ml,33,135,,0.21,uw,uw61523381,2019-05-22T04:16:59.106Z,"4km ESE of Rose Lodge, Oregon",earthquake,0.39,0.63,0.157601188336654,16,reviewed,uw,uw
2019-05-19T15:47:54.313Z,54.9873,165.8921,10,4.9,mb,,98,4.703,0.68,us,us70003n9m,2019-05-19T16:17:28.040Z,"23km SSW of Nikol'skoye, Russia",earthquake,9.4,1.9,0.028,410,reviewed,us,us
2019-05-19T15:43:56.813Z,-23.9164,-67.9408,131.94,4.2,mb,,132,0.984,0.39,us,us70003n9l,2019-05-20T11:43:21.252Z,"114km SSE of San Pedro de Atacama, Chile",earthquake,8.6,10.1,0.371,2,reviewed,us,us
2019-05-19T15:08:19.283Z,-24.2951,-67.096,180.42,4.6,mb,,59,1.665,0.72,us,us70003n99,2019-05-19T16:01:02.040Z,"79km W of San Antonio de los Cobres, Argentina",earthquake,9.2,10.1,0.082,44,reviewed,us,us
2019-05-19T15:06:17.476Z,-21.6002,169.6868,10,4.9,mb,,93,2.309,1.11,us,us70003n9b,2019-05-19T16:19:41.040Z,"186km E of Tadine, New Caledonia",earthquake,12.2,1.9,0.095,35,reviewed,us,us
2019-05-19T14:56:50.705Z,-21.5843,169.4581,20,6.2,mww,,74,2.127,1.01,us,us70003n96,2019-05-21T16:03:09.040Z,"163km E of Tadine, New Caledonia",earthquake,8.4,1.9,0.052,36,reviewed,us,us
2019-05-19T14:50:11.162Z,32.6227,132.3153,35,4.5,mb,,124,1.31,0.92,us,us70003n95,2019-05-20T11:52:22.947Z,"52km SW of Sukumo, Japan",earthquake,7,2,0.163,11,reviewed,us,us
2019-05-19T14:27:10.909Z,-21.7298,169.564,10,5.9,mww,,53,2.15,1.1,us,us70003n8z,2019-05-21T16:20:31.040Z,"175km E of Tadine, New Caledonia",earthquake,4.9,1.9,0.073,18,reviewed,us,us
2019-05-19T11:48:33.604Z,-60.4402,-26.7865,10,5.1,mb,,69,8.092,0.52,us,us70003n8j,2019-05-19T12:03:30.040Z,"157km S of Bristol Island, South Sandwich Islands",earthquake,10.6,1.9,0.083,47,reviewed,us,us
2019-05-19T11:12:48.090Z,19.5705,-64.7416,101,2.76,md,3,345,1.8073,0.26,pr,pr2019139005,2019-05-22T06:40:43.040Z,"152km N of Road Town, British Virgin Islands",earthquake,8.189,18.28,0.1,3,reviewed,pr,pr
2019-05-19T10:49:11.830Z,36.538,-120.3351667,7.15,3.1,ml,39,124,0.03665,0.18,nc,nc73183846,2019-05-21T17:30:38.142Z,"4km NNW of Cantua Creek, CA",earthquake,0.37,0.3,0.193,39,reviewed,nc,nc
2019-05-19T10:43:19.111Z,36.9958,-104.9464,7.67,3.8,mwr,,64,0.171,0.49,us,us70003n7x,2019-05-20T10:44:48.321Z,"44km WSW of Trinidad, Colorado",earthquake,1.7,6.6,0.065,23,reviewed,us,us
2019-05-19T10:23:49.508Z,-1.6607,137.0646,33.35,4.4,mb,,65,4.971,1.33,us,us70003n7v,2019-05-19T13:13:16.040Z,"257km NE of Nabire, Indonesia",earthquake,7.1,6,0.107,25,reviewed,us,us
2019-05-19T10:09:23.459Z,56.0599,-149.6574,10,3.8,mb,,165,2.319,0.75,us,us70003n7t,2019-05-22T22:42:08.963Z,"255km SE of Kodiak, Alaska",earthquake,8.5,2,0.294,3,reviewed,us,us
2019-05-19T09:51:51.630Z,50.5744,-1.8646,10,3,ml,,212,3.713,1.31,us,us70003n8n,2019-05-25T20:14:26.251Z,"7km ESE of Swanage, United Kingdom",earthquake,11.7,2,0.148,6,reviewed,us,us
2019-05-19T09:09:13.050Z,18.8668,-67.312,6,2.68,md,9,212,0.447,0.53,pr,pr2019139003,2019-05-19T12:54:48.810Z,"47km NNW of San Antonio, Puerto Rico",earthquake,2.39,3.4,0.15,9,reviewed,pr,pr
2019-05-19T08:47:02.029Z,-9.7662,119.0351,10,4.4,mb,,82,3.355,0.59,us,us70003n73,2019-05-19T09:13:31.040Z,"10km S of Panenggoede, Indonesia",earthquake,7.7,1.9,0.127,18,reviewed,us,us
2019-05-19T08:26:53.807Z,52.8727,-162.2428,26.1,2.8,ml,,,,0.73,ak,ak0196e0mebt,2019-05-22T22:42:02.437Z,"233km SSE of False Pass, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-05-19T08:16:54.166Z,56.058,-149.7131,25.2,2.8,ml,,,,0.9,ak,ak0196e0kef3,2019-05-22T22:42:01.673Z,"253km SE of Kodiak, Alaska",earthquake,,26.4,,,reviewed,ak,ak
2019-05-19T08:06:18.471Z,51.8124,-169.4493,41.5,2.7,ml,,,,0.8,ak,ak0196e0i231,2019-05-22T22:42:00.234Z,"124km SE of Yunaska Island, Alaska",earthquake,,7.5,,,reviewed,ak,ak
2019-05-19T07:32:26.542Z,52.1109,179.7183,37.8,2.8,ml,,,,0.29,ak,ak0196e027ta,2019-05-22T22:41:56.833Z,"19km NNE of Semisopochnoi Island, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2019-05-19T07:01:54.124Z,61.3261,-149.9986,39.3,4.1,ml,,,,0.8,ak,ak0196dzvlpi,2019-05-27T10:29:25.795Z,"12km NNW of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-19T06:16:07.041Z,-10.329,119.2106,12.77,5.1,mb,,84,3.427,0.94,us,us70003n65,2019-05-19T06:36:30.040Z,"65km S of Bogorawatu, Indonesia",earthquake,7.5,4.6,0.07,65,reviewed,us,us
2019-05-19T06:12:20.461Z,-23.9063,-66.8217,197.42,4.5,mb,,85,1.567,0.91,us,us70003n64,2019-05-19T07:38:24.040Z,"61km NW of San Antonio de los Cobres, Argentina",earthquake,8.8,8.4,0.055,97,reviewed,us,us
2019-05-19T06:02:22.060Z,18.13,-68.1123,83,3,md,7,332,1.0103,0.2,pr,pr2019139001,2019-05-19T10:58:48.040Z,"57km ESE of Boca de Yuma, Dominican Republic",earthquake,2.39,2.79,0.26,6,reviewed,pr,pr
2019-05-19T05:36:30.942Z,60.5186,-141.523,11.9,2.6,ml,,,,0.72,ak,ak0196dyw6tk,2019-05-22T22:41:49.897Z,"60km NE of Cape Yakataga, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-19T04:19:55.493Z,29.6978,51.2385,10,4.2,mb,,85,6.473,0.95,us,us70003n5u,2019-05-19T05:08:25.040Z,"41km WNW of Kazerun, Iran",earthquake,4.6,1.9,0.104,26,reviewed,us,us
2019-05-19T04:00:31.997Z,62.2302,-151.9928,2.9,2.8,ml,,,,0.88,ak,ak0196dy31is,2019-05-22T22:41:43.333Z,"96km W of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-19T02:58:49.841Z,29.2446,-97.5641,5,2.5,mb_lg,,145,0.442,0.85,us,us70003n5e,2019-05-24T22:28:18.905Z,"19km E of Nixon, Texas",earthquake,3.2,2,0.104,24,reviewed,us,us
2019-05-19T01:23:29.130Z,-21.6713,169.8042,20,6.3,mww,,18,2.378,1.21,us,us70003n4z,2019-05-21T15:57:01.040Z,"199km E of Tadine, New Caledonia",earthquake,8.5,1.8,0.046,46,reviewed,us,us
2019-05-18T23:32:32.666Z,-20.1649,-69.2856,105.25,4,mb,,57,0.126,0.7,us,us70003n4i,2019-05-25T03:43:02.547Z,"89km E of Iquique, Chile",earthquake,4.7,5.3,0.164,10,reviewed,us,us
2019-05-18T20:43:58.484Z,43.4007,-126.8605,10,4.2,mb,,182,1.923,0.97,us,us70003n3n,2019-05-25T03:57:00.608Z,"201km W of Bandon, Oregon",earthquake,7.8,2,0.092,33,reviewed,us,us
2019-05-18T20:35:31.077Z,-2.9251,129.9853,10,4.9,mb,,56,2.26,0.63,us,us70003n3j,2019-05-25T04:08:45.040Z,"127km ENE of Amahai, Indonesia",earthquake,6.5,1.8,0.056,100,reviewed,us,us
2019-05-18T20:25:43.828Z,46.2242,150.7377,122.06,4.4,mb,,153,5.547,0.61,us,us70003n3i,2019-05-26T05:24:39.040Z,"247km ENE of Kuril'sk, Russia",earthquake,11.7,8.5,0.101,28,reviewed,us,us
2019-05-18T19:22:44.108Z,-24.2568,-67.2192,189.83,4.1,mb,,92,2.337,1.05,us,us70003n35,2019-05-25T02:56:52.040Z,"91km W of San Antonio de los Cobres, Argentina",earthquake,10.9,14.4,0.302,3,reviewed,us,us
2019-05-18T19:19:48.309Z,-17.9481,-178.1503,589.38,4,mb,,115,3.622,0.2,us,us60003rrr,2019-05-28T03:21:35.040Z,"Fiji region",earthquake,20.8,18,0.143,13,reviewed,us,us
2019-05-18T17:56:24.922Z,43.3079,146.9218,51.04,4.5,mb,,167,3.062,0.49,us,us70003n2g,2019-05-21T19:06:09.040Z,"57km SSE of Shikotan, Russia",earthquake,9.6,7.8,0.055,97,reviewed,us,us
2019-05-18T17:56:12.859Z,35.1069,-95.3918,15.08,2.5,mb_lg,,43,0.865,0.46,us,us70003n28,2019-05-21T18:48:30.040Z,"2km SW of Quinton, Oklahoma",earthquake,2.6,8.2,0.076,45,reviewed,us,us
2019-05-18T16:38:31.805Z,23.9882,122.2065,10,4.4,mb,,126,0.588,0.48,us,us70003n1l,2019-05-18T18:39:59.040Z,"61km E of Hualian, Taiwan",earthquake,3.8,1.5,0.241,5,reviewed,us,us
2019-05-18T16:29:59.815Z,31.6696,-104.3219,5,2.6,mb_lg,,69,0.361,0.23,us,us70003n1e,2019-05-18T18:36:52.040Z,"68km W of Mentone, Texas",earthquake,1.7,1.9,0.1,37,reviewed,us,us
2019-05-18T14:58:30.917Z,-5.2595,152.6744,10,5.1,mb,,122,1.177,1.16,us,us70003n15,2019-05-18T15:42:14.502Z,"96km SSW of Taron, Papua New Guinea",earthquake,9,1.9,0.095,36,reviewed,us,us
2019-05-18T14:51:28.870Z,37.428,-118.545,10.1,2.91,ml,37,69,0.07611,0.06,nc,nc73183581,2019-05-21T04:03:03.476Z,"5km ENE of Round Valley, CA",earthquake,0.23,0.77,0.228,10,reviewed,nc,nc
2019-05-18T12:16:56.830Z,19.1828,-68.5015,49,3.08,md,5,348,1.5635,0.23,pr,pr2019138005,2019-05-18T15:50:28.811Z,"61km ENE of Miches, Dominican Republic",earthquake,5.75,16.98,0.11,4,reviewed,pr,pr
2019-05-18T10:46:14.874Z,66.3043,-156.9496,0,2.5,ml,,,,0.95,ak,ak0196cee489,2019-05-18T11:07:34.040Z,"67km S of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-18T09:55:36.755Z,36.7015,-97.6645,5,3.6,mb_lg,,51,0.216,0.13,us,us70003mzp,2019-05-19T09:56:59.644Z,"13km SSE of Medford, Oklahoma",earthquake,1,1.8,0.044,137,reviewed,us,us
2019-05-18T08:28:31.590Z,36.6982,-97.692,7.66,2.5,mb_lg,,52,0.203,0.26,us,us70003myw,2019-05-19T04:48:39.040Z,"12km SSE of Medford, Oklahoma",earthquake,0.9,4.8,0.088,34,reviewed,us,us
2019-05-18T08:16:10.946Z,48.2527,154.4133,57.42,4.5,mb,,167,5.29,0.67,us,us70003mys,2019-05-18T10:18:29.040Z,"296km SSW of Severo-Kuril'sk, Russia",earthquake,11.6,9.5,0.08,45,reviewed,us,us
2019-05-18T07:53:37.880Z,38.8923,74.8835,35,4.4,mb,,69,2.464,1.02,us,us70003mya,2019-05-18T09:11:47.040Z,"113km WSW of Kashi, China",earthquake,6.5,2,0.134,16,reviewed,us,us
2019-05-18T07:48:18.413Z,29.6908,52.0167,10,4.6,mb,,47,6.017,0.82,us,us70003my9,2019-05-19T04:47:18.562Z,"35km ENE of Kazerun, Iran",earthquake,6.8,1.8,0.073,56,reviewed,us,us
2019-05-18T07:42:41.000Z,17.98,-68.0708,60,3.04,md,9,214,0.7167,0.2,pr,pr2019138004,2019-05-19T04:46:46.040Z,"59km SE of Boca de Yuma, Dominican Republic",earthquake,1.63,2.69,0.28,9,reviewed,pr,pr
2019-05-18T07:38:08.670Z,18.1848,-68.0283,56,2.5,md,7,194,0.5843,0.3,pr,pr2019138003,2019-05-18T13:43:37.272Z,"59km SE of Punta Cana, Dominican Republic",earthquake,2.91,2.76,0.39,7,reviewed,pr,pr
2019-05-18T06:53:10.109Z,60.021,-147.0965,13.6,2.5,ml,,,,0.65,ak,ak0196cc1vif,2019-05-18T09:02:46.040Z,"78km NNW of Middleton Island, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-18T06:07:19.153Z,-40.4305,176.7861,48.82,4.2,mb,,179,0.48,0.4,us,us70003mxw,2019-05-18T06:45:15.040Z,"70km NE of Castlepoint, New Zealand",earthquake,5.5,7.9,0.236,5,reviewed,us,us
2019-05-18T04:59:42.185Z,-18.0538,-177.8949,604.93,4.2,mb,,77,3.731,0.93,us,us60003rr6,2019-05-25T02:59:41.040Z,"299km NNE of Ndoi Island, Fiji",earthquake,14.5,8.7,0.105,25,reviewed,us,us
2019-05-18T04:39:01.466Z,11.6016,125.6176,35,4.6,mb,,128,4.503,0.77,us,us60003rr5,2019-05-25T02:47:34.040Z,"16km E of Lalauigan, Philippines",earthquake,15.5,2,0.164,11,reviewed,us,us
2019-05-18T03:55:39.562Z,-4.8282,-75.0735,35,4.5,mb,,129,3.722,0.96,us,us70003mxi,2019-05-18T04:28:26.040Z,"79km ENE of Lagunas, Peru",earthquake,9.1,2,0.104,30,reviewed,us,us
2019-05-18T03:43:30.028Z,-34.6964,76.2859,10,4.6,mb,,147,3.262,0.82,us,us60003rr4,2019-05-25T02:37:11.040Z,"Mid-Indian Ridge",earthquake,8,1.9,0.182,9,reviewed,us,us
2019-05-18T03:00:09.159Z,-21.061,-178.6814,598.15,4.5,mb,,113,4.514,0.96,us,us60003rr3,2019-05-25T03:13:11.040Z,"45km S of Ndoi Island, Fiji",earthquake,17.1,11.6,0.139,15,reviewed,us,us
2019-05-18T02:52:25.970Z,-33.311,-70.3431,98.23,4.2,mwr,,77,0.045,0.31,us,us70003mx8,2019-05-18T07:16:08.195Z,"27km NE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake,5,4.3,,,reviewed,us,guc
2019-05-18T02:34:38.090Z,18.0548,-68.4291,96,3.13,md,8,217,1.3204,0.43,pr,pr2019138001,2019-05-18T03:54:15.040Z,"44km SSE of Boca de Yuma, Dominican Republic",earthquake,5.32,4.35,0.19,8,reviewed,pr,pr
2019-05-18T01:51:30.078Z,-9.4947,108.6653,10,5.6,mww,,40,2.417,1.41,us,us70003mw2,2019-05-19T16:42:00.040Z,"187km S of Sindangsari, Indonesia",earthquake,6.4,1.8,0.066,22,reviewed,us,us
2019-05-18T01:29:33.339Z,-16.9152,-174.1217,54.52,4.6,mb,,72,3.747,0.77,us,us60003rqz,2019-05-25T01:41:52.040Z,"113km SSW of Hihifo, Tonga",earthquake,9.6,6.5,0.125,19,reviewed,us,us
2019-05-18T01:22:50.209Z,58.243,-154.8789,0,2.5,ml,,,,0.61,ak,ak0196c8w5dx,2019-05-21T15:42:47.170Z,"94km NW of Larsen Bay, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-18T01:18:03.020Z,38.9378,141.7729,77.64,4.8,mb,,134,1.317,0.94,us,usd000a26m,2019-05-18T12:28:19.589Z,"15km SSE of Ofunato, Japan",earthquake,7.7,6.9,0.033,277,reviewed,us,us
2019-05-18T00:32:59.039Z,-3.5306,139.7562,35,4.3,mb,,120,1.383,1.33,us,us60003rqx,2019-05-25T04:09:16.040Z,"135km SW of Abepura, Indonesia",earthquake,8.7,2,0.142,14,reviewed,us,us
2019-05-18T00:26:18.586Z,-24.6701,-177.211,140.48,4.4,mb,,128,8.184,0.55,us,us60003rqw,2019-05-25T04:20:01.040Z,"South of the Fiji Islands",earthquake,14.4,8.6,0.19,8,reviewed,us,us
2019-05-18T00:14:33.059Z,51.2758,-177.9762,35,4.3,mb,,177,0.772,0.9,us,us70003mvl,2019-05-19T21:53:06.272Z,"68km S of Tanaga Volcano, Alaska",earthquake,8.6,2,0.037,209,reviewed,us,us
2019-05-17T23:02:32.774Z,-3.2468,139.8705,35,5,mb,,48,7.582,0.65,us,us70003mv5,2019-05-18T03:35:34.310Z,"104km SW of Abepura, Indonesia",earthquake,4.2,1.9,0.064,78,reviewed,us,us
2019-05-17T22:37:47.788Z,-4.5834,153.0098,21,5.9,mww,,19,0.929,0.64,us,us70003mus,2019-05-24T04:50:20.012Z,"13km S of Taron, Papua New Guinea",earthquake,6.7,1.8,0.06,27,reviewed,us,us
2019-05-17T22:24:52.486Z,45.2046,124.6114,16.53,4.8,mb,,30,5.354,0.77,us,us70003mum,2019-05-20T05:23:14.512Z,"16km W of Fuyu, China",earthquake,8.2,4.2,0.039,205,reviewed,us,us
2019-05-17T22:07:13.940Z,19.0411,-68.1371,80,2.78,md,4,218,1.4582,0.01,pr,pr2019137009,2019-05-18T03:03:52.040Z,"65km NNE of Punta Cana, Dominican Republic",earthquake,2.69,2.94,0.24,2,reviewed,pr,pr
2019-05-17T20:57:25.957Z,69.0746,-146.4526,0.1,2.9,ml,,,,0.91,ak,ak0196awvhjg,2019-05-18T15:13:18.040Z,"105km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T20:33:14.931Z,36.6676,-97.6958,5,4.4,mwr,,16,0.225,1.21,us,usd000a245,2019-05-23T16:51:22.343Z,"15km SSE of Medford, Oklahoma",earthquake,3.9,1.9,0.035,77,reviewed,us,us
2019-05-17T20:21:21.070Z,37.33,-115.1558,3.4,2.5,ml,6,201.71,0.098,0.11,nn,nn00685156,2019-05-17T20:25:10.151Z,"3km S of Alamo, Nevada",earthquake,,11.6,,,automatic,nn,nn
2019-05-17T19:49:39.095Z,39.6404,75.7201,52.84,4.3,mb,,69,1.79,0.84,us,us70003mpy,2019-05-18T16:38:30.040Z,"30km NW of Kashi, China",earthquake,7.3,9.4,0.116,21,reviewed,us,us
2019-05-17T19:19:19.961Z,61.5447,-140.6477,5,2.7,ml,,41,0.671,0.69,us,us70003mph,2019-05-18T15:59:36.040Z,"190km WNW of Haines Junction, Canada",earthquake,1,2,0.031,136,reviewed,us,us
2019-05-17T19:05:20.240Z,7.8097,94.2357,10,5.1,mb,,89,3.719,1.07,us,usd000a22m,2019-05-17T19:25:09.040Z,"102km E of Mohean, India",earthquake,7.1,1.9,0.064,80,reviewed,us,us
2019-05-17T18:36:57.920Z,19.0758,-68.188,94,3.69,md,22,187,0.9901,1.14,pr,pr2019137008,2019-05-21T18:32:10.040Z,"63km NNE of Punta Cana, Dominican Republic",earthquake,7.22,7.11,0.39,20,reviewed,pr,pr
2019-05-17T17:08:01.333Z,40.6665,-127.191,12.13,3.3,ml,,254,2.182,0.68,us,us70003mn1,2019-05-21T18:29:02.122Z,"247km W of Ferndale, California",earthquake,5.9,9.4,0.045,64,reviewed,us,us
2019-05-17T17:02:34.367Z,7.5673,94.4016,10,4.3,mb,,142,3.434,0.77,us,usd000a21l,2019-05-17T18:07:50.040Z,"127km ESE of Mohean, India",earthquake,8.3,1.9,0.101,28,reviewed,us,us
2019-05-17T17:02:31.593Z,18.4962,-70.6041,16.97,3.9,ml,,83,0.255,1.06,us,us70003n6s,2019-05-21T18:14:31.232Z,"5km NE of Estebania, Dominican Republic",earthquake,3.4,4.6,0.06,36,reviewed,us,us
2019-05-17T15:35:57.413Z,55.9593,-158.0603,60,2.5,ml,,,,0.64,ak,ak0196atro7t,2019-05-17T15:41:23.977Z,"54km SE of Chignik Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-05-17T15:18:18.017Z,2.708,128.7106,211.98,4.6,mb,,141,2.345,1.12,us,us70003mk2,2019-05-17T18:01:23.040Z,"133km NE of Tobelo, Indonesia",earthquake,11.2,9.3,0.102,29,reviewed,us,us
2019-05-17T14:49:57.353Z,62.8768,-150.8197,92.4,3,ml,,,,0.7,ak,ak0196at98l0,2019-05-24T07:49:37.040Z,"71km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-17T14:16:23.283Z,-19.8379,-70.2925,81.73,5,mww,,174,0.604,1.15,us,us70003mi2,2019-05-17T16:26:39.552Z,"45km NNW of Iquique, Chile",earthquake,5.9,8.6,0.073,18,reviewed,us,us
2019-05-17T14:00:40.445Z,27.9437,139.8477,450.04,4.5,mb,,70,2.24,0.66,us,us70003mhw,2019-05-17T14:14:24.040Z,"252km WNW of Chichi-shima, Japan",earthquake,9.9,8.8,0.054,99,reviewed,us,us
2019-05-17T11:45:56.820Z,18.3585,-66.0948,99,2.67,md,5,266,0.3481,0.09,pr,pr2019137006,2019-05-17T15:05:14.800Z,"1km E of Guaynabo, Puerto Rico",earthquake,1.86,0.74,0.29,5,reviewed,pr,pr
2019-05-17T11:23:52.662Z,11.3926,48.1881,10,4.6,mb,,157,12.332,0.88,us,us70003mh5,2019-05-24T10:17:47.040Z,"25km N of Laasqoray, Somalia",earthquake,13.3,2,0.1,30,reviewed,us,us
2019-05-17T09:09:30.785Z,-20.5289,-175.7885,162.45,4.5,mb,,96,5.704,1.27,us,us70003mgt,2019-05-17T10:10:54.040Z,"90km NW of Nuku`alofa, Tonga",earthquake,10.2,8.3,0.071,58,reviewed,us,us
2019-05-17T08:26:22.886Z,-31.6942,-69.6277,115.46,4.3,mb,,100,0.818,0.77,us,us70003mg8,2019-05-18T04:37:29.040Z,"45km SSW of Calingasta, Argentina",earthquake,5.6,8.3,0.2,7,reviewed,us,us
2019-05-17T08:23:37.084Z,27.9226,84.6955,10,4.7,mb,,174,1.872,1.06,us,us70003mg6,2019-05-17T13:12:49.249Z,"37km NE of Bharatpur, Nepal",earthquake,9.6,1.9,0.093,35,reviewed,us,us
2019-05-17T07:14:46.743Z,62.2597,-151.3765,86.9,2.5,ml,,,,0.53,ak,ak0196aovohx,2019-05-18T04:34:48.040Z,"66km W of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T06:39:12.825Z,11.3614,-86.8801,48.06,4,mb,,202,0.956,0.76,us,us70003mfj,2019-05-18T04:46:34.040Z,"61km SW of Masachapa, Nicaragua",earthquake,6.8,6.2,0.144,13,reviewed,us,us
2019-05-17T05:51:18.970Z,18.1948,-65.5445,1,2.61,md,12,324,0.3089,0.53,pr,pr2019137003,2019-05-17T07:11:51.724Z,"11km WNW of Vieques, Puerto Rico",earthquake,3.23,2.37,0.29,12,reviewed,pr,pr
2019-05-17T05:27:28.116Z,-35.0644,-74.0443,10,5.2,mww,,110,1.817,1.11,us,us70003mev,2019-05-20T11:43:10.642Z,"151km W of Constitucion, Chile",earthquake,5.2,1.9,0.056,31,reviewed,us,us
2019-05-17T05:11:03.890Z,56.7906,-155.6252,21.7,2.6,ml,,,,0.83,ak,ak0196ano2v8,2019-05-17T06:09:28.040Z,"107km N of Chirikof Island, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-05-17T04:42:15.291Z,69.0653,-146.4667,3.6,3.1,ml,,,,0.91,ak,ak0196an9b8m,2019-05-17T04:55:05.553Z,"111km NNW of Arctic Village, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-17T03:40:18.682Z,58.3147,-138.0035,7.5,2.5,ml,,,,0.89,ak,ak0196amnhha,2019-05-17T21:36:29.040Z,"133km W of Gustavus, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-17T03:27:03.956Z,-3.8142,152.8414,10,4.8,mb,,140,0.772,1.12,us,us60003rpw,2019-05-25T00:29:11.040Z,"48km ESE of Namatanai, Papua New Guinea",earthquake,9.3,2,0.168,12,reviewed,us,us
2019-05-17T03:22:33.880Z,18.9206,-67.3798,8,2.54,md,4,317,0.5267,0.31,pr,pr2019137002,2019-05-17T07:11:39.580Z,"55km NNW of San Antonio, Puerto Rico",earthquake,2.31,1.48,0.19,4,reviewed,pr,pr
2019-05-17T03:16:07.086Z,57.2483,-142.7317,10,2.5,ml,,245,2.828,0.88,us,us70003mmz,2019-05-17T21:35:02.040Z,"Gulf of Alaska",earthquake,6.9,2,0.062,34,reviewed,us,us
2019-05-17T02:41:17.459Z,-60.0651,-26.3722,35,4.4,mb,,123,14.945,0.66,us,us60003rpu,2019-05-24T23:39:02.040Z,"115km S of Bristol Island, South Sandwich Islands",earthquake,12.9,2,0.169,10,reviewed,us,us
2019-05-17T01:46:43.131Z,48.0949,155.0281,35,4.4,mb,,176,5.299,0.6,us,us70003mdh,2019-05-17T03:33:17.040Z,"298km SSW of Severo-Kuril'sk, Russia",earthquake,6,2,0.12,20,reviewed,us,us
2019-05-17T01:09:08.448Z,-36.9256,-71.9801,84.93,4.4,mb,,94,0.625,0.73,us,us70003md9,2019-05-17T05:09:34.040Z,"34km SE of Bulnes, Chile",earthquake,4.6,7.6,0.22,6,reviewed,us,us
2019-05-17T00:59:41.660Z,18.2911,-68.3513,114,2.86,md,8,193,1.2739,0.27,pr,pr2019137000,2019-05-18T03:10:12.040Z,"66km S of Boca de Yuma, Dominican Republic",earthquake,4.22,2.22,0.27,8,reviewed,pr,pr
2019-05-17T00:54:11.889Z,21.5061,143.2165,297.18,4.3,mb,,74,5.643,0.61,us,us70003md7,2019-05-17T03:32:06.040Z,"205km WNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,5.8,6.1,0.035,230,reviewed,us,us
2019-05-17T00:52:44.293Z,37.3168,-114.861,0,2.5,ml,20,76.88,0.695,0.1961,nn,nn00685073,2019-05-17T07:27:44.920Z,"27km E of Alamo, Nevada",earthquake,,0,0.63,6,reviewed,nn,nn
2019-05-17T00:38:08.309Z,35.9821,-96.7975,5,2.5,mb_lg,,55,0.168,0.26,us,us70003mcs,2019-05-17T22:22:14.646Z,"2km W of Cushing, Oklahoma",earthquake,0.8,1.7,0.085,36,reviewed,us,us
