time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-10T22:56:47.225Z,-24.5987,179.7566,517.54,4.5,mb,,193,7.002,0.68,us,us70003mlf,2019-05-18T23:06:14.040Z,"South of the Fiji Islands",earthquake,13.2,10.5,0.121,20,reviewed,us,us
2019-05-10T22:05:10.380Z,7.2047,126.6618,170.82,4.4,mb,,140,1.082,0.44,us,us70003mld,2019-05-18T22:48:43.040Z,"13km E of Manay, Philippines",earthquake,14.9,7.4,0.149,13,reviewed,us,us
2019-05-10T22:04:09.460Z,36.0778333,-84.4768333,12.17,2.53,md,21,58,0.3214,0.16,se,se60271191,2019-05-14T13:44:38.902Z,"8km NW of Coalfield, Tennessee",earthquake,0.4,1.53,0.095,16,reviewed,se,se
2019-05-10T22:03:02.030Z,19.4906667,-156.3445,33.43,2.56,ml,34,236,0.3487,0.14,hv,hv70945616,2019-05-10T23:49:40.040Z,"40km WSW of Kailua-Kona, Hawaii",earthquake,0.6,1.6,0.232,11,reviewed,hv,hv
2019-05-10T18:43:15.235Z,51.3692,-178.0934,38.3,3.1,ml,,,,0.48,ak,ak0195zau64r,2019-05-16T17:25:09.025Z,"57km S of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-05-10T17:21:10.500Z,31.521,-114.502,5.96,3.39,ml,6,222,0.567,0.03,ci,ci38587880,2019-05-16T23:31:54.058Z,"88km SSE of Estacion Coahuila, B.C., MX",earthquake,0.54,31.61,0.193,94,reviewed,ci,ci
2019-05-10T17:05:45.183Z,31.527,-114.5076,10,4.1,mb,,121,0.569,0.78,us,us70003jcu,2019-05-11T17:07:17.610Z,"67km NNE of San Felipe, Mexico",earthquake,4.3,2,0.174,9,reviewed,us,us
2019-05-10T16:49:30.033Z,29.1031,-97.8765,5,3,mb_lg,,117,0.66,0.37,us,us70003jcb,2019-05-11T23:57:31.628Z,"16km SSE of Stockdale, Texas",earthquake,2,2,0.064,64,reviewed,us,us
2019-05-10T15:30:19.107Z,66.9633,-170.7967,24.9,3.7,ml,,,,0.52,ak,ak0195z8z34n,2019-05-16T17:24:58.471Z,"154km N of Lavrentiya, Russia",earthquake,,5.1,,,reviewed,ak,ak
2019-05-10T14:53:05.327Z,-12.0649,165.3835,10,5.3,mb,,141,10.002,1.19,us,us70003ja2,2019-05-10T17:39:30.040Z,"156km SSW of Lata, Solomon Islands",earthquake,11.7,1.9,0.088,43,reviewed,us,us
2019-05-10T14:05:42.537Z,-23.9458,-179.366,536.95,5.1,mb,,116,6.624,0.82,us,us70003j9p,2019-05-10T14:21:23.040Z,"South of the Fiji Islands",earthquake,14.4,10.3,0.127,20,reviewed,us,us
2019-05-10T13:54:03.219Z,38.3512,-118.1981,7.3,2.7,ml,24,51.12,0.088,0.2583,nn,nn00684483,2019-05-17T13:45:58.040Z,"41km ESE of Hawthorne, Nevada",earthquake,,1.5,0.13,10,reviewed,nn,nn
2019-05-10T13:33:44.323Z,19.5037,-108.9809,10,4.1,mb,,231,4.257,1.22,us,us70003j99,2019-05-17T13:26:32.040Z,"224km ENE of Socorro Island, Mexico",earthquake,11.3,2,0.045,136,reviewed,us,us
2019-05-10T13:11:40.550Z,36.0715,-117.6873333,1.07,2.81,ml,30,34,0.07824,0.15,ci,ci38587488,2019-05-10T15:52:11.721Z,"24km E of Coso Junction, CA",earthquake,0.17,0.25,0.159,72,reviewed,ci,ci
2019-05-10T12:58:56.637Z,38.3584,-118.1793,11.1,3.6,ml,44,38.62,0.077,0.3044,nn,nn00684475,2019-05-17T12:18:25.211Z,"43km ESE of Hawthorne, Nevada",earthquake,,0.6,0.22,17,reviewed,nn,nn
2019-05-10T12:33:46.710Z,19.2445,-155.3966667,31.27,2.62,ml,69,107,0.007005,0.12,hv,hv70944966,2019-05-17T10:40:59.040Z,"9km ENE of Pahala, Hawaii",earthquake,0.37,0.48,0.153,42,reviewed,hv,hv
2019-05-10T12:08:07.578Z,53.3779,-165.9421,35,3,ml,,202,0.575,0.5,us,us70003m4y,2019-05-17T11:18:05.040Z,"67km SE of Unalaska, Alaska",earthquake,2.7,2,0.115,10,reviewed,us,us
2019-05-10T11:50:09.200Z,18.4131,-66.8433,113,2.51,md,9,193,0.1113,0.22,pr,pr2019130009,2019-05-10T20:18:11.432Z,"5km ESE of Piedra Gorda, Puerto Rico",earthquake,2.12,1.13,0.12,8,reviewed,pr,pr
2019-05-10T11:40:36.397Z,31.756,131.8657,35.27,4.9,mb,,71,1.6,1.07,us,us70003j8n,2019-05-10T12:02:25.040Z,"45km ESE of Miyazaki-shi, Japan",earthquake,6.2,6.7,0.039,209,reviewed,us,us
2019-05-10T09:14:04.290Z,18.2338,-67.648,126,2.72,md,7,293,0.2263,0.38,pr,pr2019130006,2019-05-10T12:08:37.040Z,"39km WSW of Rincon, Puerto Rico",earthquake,7.42,2.56,0.31,5,reviewed,pr,pr
2019-05-10T08:44:54.374Z,-19.7507,169.0856,111.01,5.8,mww,,45,3.232,0.95,us,us70003j7l,2019-05-11T08:46:51.639Z,"29km SW of Isangel, Vanuatu",earthquake,7.8,5.3,0.06,27,reviewed,us,us
2019-05-10T06:41:05.260Z,-28.4802,-176.8453,10,4.8,mb,,125,11.231,0.74,us,us70003mkx,2019-05-20T02:41:25.040Z,"134km NE of Raoul Island, New Zealand",earthquake,12.3,1.9,0.103,29,reviewed,us,us
2019-05-10T06:03:26.649Z,52.6395,-174.3923,163.1,3.1,ml,,,,0.58,ak,ak0195z3gezb,2019-05-16T17:24:31.605Z,"51km NNW of Atka, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2019-05-10T06:02:34.540Z,38.8221667,-122.8113333,3.34,2.68,md,65,28,,0.05,nc,nc73179645,2019-05-10T17:37:03.532Z,"7km NW of The Geysers, CA",earthquake,0.11,0.17,0.185,58,reviewed,nc,nc
2019-05-10T06:01:33.089Z,61.3827,-150.0061,40.2,3.2,ml,,,,0.69,ak,ak0195z3g018,2019-05-16T17:28:30.525Z,"13km S of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-10T05:46:40.766Z,-23.8514,-63.7705,22.5,4.7,mb,,40,4.147,0.81,us,us70003j6v,2019-05-10T09:11:17.034Z,"55km ENE of Palma Sola, Argentina",earthquake,7.4,4.9,0.048,131,reviewed,us,us
2019-05-10T05:43:32.210Z,19.014,-66.5285,45,2.73,md,5,332,0.7044,0.12,pr,pr2019130003,2019-05-10T08:32:44.950Z,"61km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.58,4,0.07,5,reviewed,pr,pr
2019-05-10T05:14:02.593Z,-36.6796,-93.8694,10,4.5,mb,,226,12.675,0.56,us,us70003mku,2019-05-20T02:53:31.040Z,"West Chile Rise",earthquake,15.1,2,0.098,31,reviewed,us,us
2019-05-10T05:10:02.910Z,18.9746,-66.6768,28,2.86,md,6,308,0.6327,0.11,pr,pr2019130002,2019-05-10T08:32:31.422Z,"55km N of Arecibo, Puerto Rico",earthquake,1.03,6.26,0.21,6,reviewed,pr,pr
2019-05-10T04:53:47.580Z,31.3957,131.7856,10,4.6,mb,,117,1.888,1.27,us,us70003j6g,2019-05-10T05:34:04.861Z,"45km ESE of Nichinan, Japan",earthquake,7.9,1.9,0.074,54,reviewed,us,us
2019-05-10T04:19:57.400Z,18.4326,-68.862,87,2.71,md,9,202,1.8035,0.28,pr,pr2019130001,2019-05-10T20:54:51.040Z,"38km S of La Romana, Dominican Republic",earthquake,3.33,2.19,0.18,7,reviewed,pr,pr
2019-05-10T03:43:18.010Z,-28.6992,-177.2353,10,5,mb,,132,10.863,1.39,us,us70003mks,2019-05-19T03:08:42.040Z,"90km NE of Raoul Island, New Zealand",earthquake,10.6,1.8,0.157,13,reviewed,us,us
2019-05-10T03:38:29.489Z,-10.2429,161.5439,74.27,4.6,mb,,101,1.764,0.79,us,us70003mkt,2019-05-19T02:41:30.040Z,"47km WNW of Kirakira, Solomon Islands",earthquake,7.7,7.8,0.065,71,reviewed,us,us
2019-05-10T03:36:59.490Z,38.8035,-122.7785,1.32,2.82,md,64,26,,0.06,nc,nc73179615,2019-05-10T17:21:04.445Z,"4km NNW of The Geysers, CA",earthquake,0.09,0.17,0.244,40,reviewed,nc,nc
2019-05-10T03:31:53.543Z,51.5657,-175.2523,35,2.8,ml,,233,0.691,0.38,us,us70003m4r,2019-05-16T21:27:13.040Z,"100km SW of Atka, Alaska",earthquake,3.4,2,,,reviewed,us,ak
2019-05-10T03:31:40.524Z,-29.0031,-176.6525,35,4.9,mb,,133,11.616,0.82,us,us70003mkw,2019-05-19T02:25:34.040Z,"124km ENE of Raoul Island, New Zealand",earthquake,14,1.9,0.187,10,reviewed,us,us
2019-05-10T03:23:33.143Z,-28.6866,-176.764,10,5.6,mww,,76,11.098,1.29,us,us70003j5p,2019-05-11T03:25:30.096Z,"128km ENE of Raoul Island, New Zealand",earthquake,11.9,1.8,0.066,22,reviewed,us,us
2019-05-10T03:13:28.628Z,-12.6467,45.6283,10,4.4,mb,,108,6.519,0.74,us,us70003mlj,2019-05-19T01:08:40.040Z,"40km ENE of Pamandzi, Mayotte",earthquake,10.5,1.9,0.149,13,reviewed,us,us
2019-05-10T02:46:51.721Z,66.2852,-157.2284,8.4,2.6,ml,,,,0.52,ak,ak0195z1byb8,2019-05-16T17:24:17.362Z,"67km S of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-10T02:41:56.712Z,27.5261,56.0492,35,4.1,mb,,128,2.574,0.87,us,us70003j5j,2019-05-10T03:28:31.040Z,"44km NNW of Bandar 'Abbas, Iran",earthquake,5,2,0.14,16,reviewed,us,us
2019-05-10T02:32:32.603Z,9.8844,-84.2445,10,2.8,ml,,175,0.175,0.35,us,us70003j5w,2019-05-10T03:48:09.040Z,"3km S of Colon, Costa Rica",earthquake,1.9,1.9,0.128,8,reviewed,us,us
2019-05-10T02:14:16.089Z,51.6702,-175.3865,35,3.8,mb,,211,0.595,0.74,us,us70003j5e,2019-05-16T17:24:15.413Z,"90km ESE of Adak, Alaska",earthquake,6.6,2,0.084,37,reviewed,us,us
2019-05-10T02:08:58.465Z,51.5032,-175.2912,35,4.1,mb,,113,0.76,1.21,us,us70003j5d,2019-05-16T17:24:13.298Z,"103km ESE of Adak, Alaska",earthquake,6.4,2,0.054,94,reviewed,us,us
2019-05-10T00:46:34.020Z,18.1475,-67.383,71,2.52,md,4,313,0.3077,0.38,pr,pr2019130000,2019-05-10T05:30:42.108Z,"22km WNW of Puerto Real, Puerto Rico",earthquake,12.99,6.97,0.15,4,reviewed,pr,pr
2019-05-10T00:32:25.362Z,2.2111,127.086,90.83,4.5,mb,,235,1.457,0.54,us,us70003mkp,2019-05-18T22:12:51.040Z,"115km WNW of Tobelo, Indonesia",earthquake,7,16.8,0.242,5,reviewed,us,us
2019-05-10T00:19:07.903Z,-17.6261,-178.4205,594.61,4.2,mb,,132,3.364,0.68,us,us70003mkn,2019-05-18T21:51:33.040Z,"269km ESE of Lambasa, Fiji",earthquake,10.6,10.4,0.141,14,reviewed,us,us
2019-05-10T00:17:32.144Z,-18.1706,166.6446,10,4.4,mb,,141,3.885,0.73,us,us70003mkv,2019-05-18T22:34:22.040Z,"184km WSW of Port-Vila, Vanuatu",earthquake,15.6,1.9,0.219,6,reviewed,us,us
2019-05-10T00:07:38.432Z,31.6825,131.7928,35,5.1,mb,,59,1.633,0.65,us,us70003j4s,2019-05-10T04:09:24.544Z,"41km ENE of Nichinan, Japan",earthquake,6.3,1.9,0.031,336,reviewed,us,us
2019-05-09T23:48:42.764Z,31.7719,131.8503,22,6.1,mww,,17,1.58,0.67,us,us70003j46,2019-05-20T02:15:49.324Z,"43km ESE of Miyazaki-shi, Japan",earthquake,5,1.8,0.058,29,reviewed,us,us
2019-05-09T23:18:23.909Z,67.8781,-159.5417,2.1,2.5,ml,,,,0.68,ak,ak0195xq4nbc,2019-05-18T02:09:57.611Z,"141km ENE of Noatak, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-05-09T23:06:50.760Z,-17.0383,-174.0031,93.61,5.2,mb,,51,4.375,0.66,us,us70003j3p,2019-05-10T04:35:17.040Z,"123km SSW of Hihifo, Tonga",earthquake,8.1,4.8,0.025,540,reviewed,us,us
2019-05-09T22:43:22.960Z,31.7987,131.8702,22,5.7,mww,,24,1.566,0.72,us,us70003j3g,2019-05-13T03:47:53.180Z,"44km ESE of Miyazaki-shi, Japan",earthquake,5.8,1.7,0.046,46,reviewed,us,us
2019-05-09T22:37:59.002Z,56.7356,-156.7596,78.2,3.4,ml,,,,0.45,ak,ak0195xpnczb,2019-05-18T02:09:51.151Z,"124km NW of Chirikof Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-05-09T22:21:39.411Z,-21.204,-70.0699,49.59,4.5,mwr,,160,0.566,0.49,us,us70003j37,2019-05-10T06:20:05.791Z,"99km N of Tocopilla, Chile",earthquake,3.7,9.8,,,reviewed,us,guc
2019-05-09T21:46:40.766Z,-8.2984,150.1735,35,5,mb,,86,3.174,0.54,us,us70003j2y,2019-05-10T05:24:55.040Z,"217km ENE of Popondetta, Papua New Guinea",earthquake,9.5,2,0.047,146,reviewed,us,us
2019-05-09T21:37:13.129Z,49.7151,155.8938,35,5.1,mww,,55,3.58,0.65,us,us70003j2t,2019-05-13T03:38:09.231Z,"108km S of Severo-Kuril'sk, Russia",earthquake,7.3,1.8,0.073,18,reviewed,us,us
2019-05-09T21:30:58.980Z,39.3531667,-123.2293333,3.4,2.61,md,31,60,0.1428,0.09,nc,nc73179440,2019-05-10T17:24:18.940Z,"10km NNW of Redwood Valley, CA",earthquake,0.21,1.55,0.205,38,reviewed,nc,nc
2019-05-09T19:58:58.396Z,53.6524,-159.8955,31.1,2.7,ml,,,,0.51,ak,ak0195xnzk8f,2019-05-18T02:10:07.276Z,"128km S of Chernabura Island, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2019-05-09T17:56:05.700Z,51.4748,-176.2033,25.6,2.6,ml,,,,0.33,ak,ak0195xms5fe,2019-05-18T02:09:28.630Z,"54km SE of Adak, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2019-05-09T17:23:24.193Z,11.7804,-86.5766,82.02,4.4,mb,,130,0.446,1.03,us,us70003iy3,2019-05-10T04:52:09.668Z,"6km W of Masachapa, Nicaragua",earthquake,6,6.4,0.047,130,reviewed,us,us
2019-05-09T17:03:41.937Z,51.2715,-178.1481,37.6,2.7,ml,,,,0.41,ak,ak0195xmgvc6,2019-05-18T02:09:26.577Z,"67km E of Amatignak Island, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-05-09T16:57:03.969Z,66.2984,-157.1967,0.3,2.7,ml,,,,0.6,ak,ak0195xm6zbn,2019-05-18T02:09:25.056Z,"71km SSW of Kobuk, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-09T16:56:44.694Z,66.3098,-157.2501,5.4,2.6,ml,,,,0.71,ak,ak0195xm6sx3,2019-05-18T02:09:24.314Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-09T16:19:27.558Z,31.1457,-103.2883,9.52,2.7,ml,,55,0.227,0.49,us,us70003ivq,2019-05-10T15:40:06.040Z,"36km SSE of Pecos, Texas",earthquake,1.4,8.3,0.097,80,reviewed,us,us
2019-05-09T15:57:29.113Z,60.912,-150.589,61.5,3.1,ml,,,,0.93,ak,ak0195xlljtc,2019-05-18T02:16:28.366Z,"44km N of Sterling, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-09T15:12:26.420Z,19.3426,-67.6006,66,2.82,md,5,265,0.9658,0.11,pr,pr2019129007,2019-05-10T15:08:25.040Z,"99km NW of San Antonio, Puerto Rico",earthquake,5.03,11.1,0.14,4,reviewed,pr,pr
2019-05-09T14:45:41.078Z,60.0377,-153.1482,126.3,2.5,ml,,,,0.55,ak,ak0195xkxkhg,2019-05-18T02:09:07.600Z,"54km SSW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-09T12:15:22.156Z,-10.2883,161.1918,43.73,4.8,mb,,107,1.488,0.7,us,us70003iss,2019-05-09T12:41:16.040Z,"81km WNW of Kirakira, Solomon Islands",earthquake,10.2,8.5,0.077,53,reviewed,us,us
2019-05-09T09:36:45.087Z,54.0481,-153.3142,25.78,4.1,mb,,178,2.221,0.53,us,us70003irx,2019-05-18T02:08:48.206Z,"246km SE of Chirikof Island, Alaska",earthquake,9.9,5.4,0.093,32,reviewed,us,us
2019-05-09T08:50:12.051Z,62.8334,-148.3986,58.4,2.9,ml,,,,0.54,ak,ak0195xhdzba,2019-05-18T02:08:42.976Z,"68km SSE of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-09T07:55:08.308Z,67.2013,-143.5867,18.2,2.7,ml,,,,0.7,ak,ak0195xgtlyz,2019-05-18T02:08:35.750Z,"100km NE of Fort Yukon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-09T07:14:42.459Z,40.642,-127.4951,10,3.2,ml,,266,2.581,1.04,us,us70003iqs,2019-05-10T03:59:02.119Z,"273km W of Ferndale, California",earthquake,11.5,2,0.053,46,reviewed,us,us
2019-05-09T06:14:46.424Z,31.2002,-116.4618,8.87,3.8,mwr,,213,0.61,0.93,us,us70003iqi,2019-05-11T05:58:27.702Z,"54km NW of Camalu, Mexico",earthquake,3.6,3.4,,4,reviewed,us,ci
2019-05-09T05:42:07.011Z,66.3073,-157.2459,9.5,2.9,ml,,,,0.61,ak,ak0195xfjyaa,2019-05-18T02:07:05.295Z,"68km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-09T05:29:58.626Z,66.2969,-157.2369,7.4,4.4,ml,,,,0.71,ak,ak0195xfh9zo,2019-05-18T02:13:05.685Z,"66km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-09T05:05:33.520Z,18.999,-64.7055,69,3.04,md,5,341,1.4288,0.73,pr,pr2019129004,2019-05-09T09:05:23.040Z,"57km N of Road Town, British Virgin Islands",earthquake,12.93,27.79,0.47,5,reviewed,pr,pr
2019-05-09T05:05:32.875Z,53.3622,-166.5788,46.9,3,ml,,,,0.5,ak,ak0195xfc2yp,2019-05-18T02:06:58.648Z,"56km S of Unalaska, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2019-05-09T04:44:16.605Z,-23.9584,-179.8277,521.06,4.5,mb,,132,6.492,0.77,us,us70003ipu,2019-05-09T05:00:21.040Z,"South of the Fiji Islands",earthquake,12.5,7.9,0.061,78,reviewed,us,us
2019-05-09T02:47:04.269Z,16.1522,-94.3698,76.45,4.1,mb,,168,2.149,0.97,us,us70003ip4,2019-05-09T03:03:55.040Z,"25km SW of Chahuite, Mexico",earthquake,10.5,19.1,0.107,24,reviewed,us,us
2019-05-09T00:39:42.369Z,8.8423,126.9943,10,4.5,mb,,143,2.25,0.66,us,us70003mir,2019-05-23T23:01:16.040Z,"76km E of Aras-asan, Philippines",earthquake,6.6,1.9,0.145,14,reviewed,us,us
2019-05-09T00:28:47.693Z,-24.2106,-67.1095,198.2,4,mb,,75,1.591,0.9,us,us70003inh,2019-05-23T22:16:18.040Z,"80km W of San Antonio de los Cobres, Argentina",earthquake,10.6,10.1,0.26,4,reviewed,us,us
2019-05-08T22:24:16.221Z,58.628,-143.1746,10,2.8,ml,,154,1.451,0.52,us,us70003ksa,2019-05-22T05:14:51.040Z,"165km SSW of Cape Yakataga, Alaska",earthquake,2.6,2,0.042,76,reviewed,us,us
2019-05-08T21:29:37.050Z,32.6576667,-118.1076667,27.04,2.89,ml,45,210,0.4104,0.24,ci,ci38352055,2019-05-25T08:14:31.590Z,"29km SE of San Clemente Is. (SE tip), CA",earthquake,0.62,0.42,0.148,23,reviewed,ci,ci
2019-05-08T21:03:34.562Z,3.4634,128.4118,144.11,4.2,mb,,141,2.87,0.5,us,us70003m4g,2019-05-25T01:52:25.040Z,"197km NNE of Tobelo, Indonesia",earthquake,12.2,12,0.215,6,reviewed,us,us
2019-05-08T19:28:06.966Z,53.5562,-164.7134,18.9,3.4,ml,,,,0.47,ak,ak0195w09oh6,2019-05-14T01:50:18.120Z,"94km SE of Akutan, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-05-08T18:04:26.458Z,8.9937,126.6271,39.78,4.6,mb,,136,2.175,0.83,us,us70003iig,2019-05-28T16:36:28.040Z,"36km ENE of Cagwait, Philippines",earthquake,7,8.8,0.119,21,reviewed,us,us
2019-05-08T17:54:56.593Z,-6.0843,130.4811,105.73,4.4,mb,,150,2.053,0.47,us,us70003m4c,2019-05-28T16:08:05.040Z,"226km NNW of Saumlaki, Indonesia",earthquake,7.8,18,0.269,4,reviewed,us,us
2019-05-08T17:31:46.060Z,35.9181667,-84.2191667,12.05,2.57,md,18,87,0.205,0.17,se,se60270626,2019-05-28T15:53:05.040Z,"7km WNW of Farragut, Tennessee",earthquake,0.36,1.24,0.029,13,reviewed,se,se
2019-05-08T16:58:55.127Z,-6.5912,154.8433,10,5,mb,,63,3.577,0.94,us,us70003iha,2019-05-20T03:47:05.040Z,"77km WSW of Panguna, Papua New Guinea",earthquake,8.1,1.8,0.074,59,reviewed,us,us
2019-05-08T16:32:12.587Z,27.1438,126.7531,89.84,4.4,mb,,130,1.39,0.66,us,us70003ifh,2019-05-20T02:53:39.040Z,"132km NW of Ishikawa, Japan",earthquake,7.2,12.4,0.111,23,reviewed,us,us
2019-05-08T16:22:44.169Z,-10.5577,165.9457,168.7,4.3,mb,,151,6.011,0.91,us,us70003m4a,2019-05-20T01:47:45.040Z,"21km NE of Lata, Solomon Islands",earthquake,6.3,9.9,0.119,20,reviewed,us,us
2019-05-08T16:14:59.220Z,33.2133333,-116.0665,10.63,3.48,ml,129,26,0.09488,0.21,ci,ci38351319,2019-05-20T01:39:50.040Z,"10km NE of Ocotillo Wells, CA",earthquake,0.11,0.32,0.155,272,reviewed,ci,ci
2019-05-08T16:14:25.646Z,52.2855,-174.3152,195.49,3.8,mb,,116,0.11,0.86,us,us70003kse,2019-05-20T01:38:40.040Z,"12km NW of Atka, Alaska",earthquake,13,10.9,0.255,4,reviewed,us,us
2019-05-08T15:58:26.370Z,18.7403,-66.5791,65,2.54,md,7,292,0.4307,0.23,pr,pr2019128012,2019-05-08T19:11:01.951Z,"31km N of Garrochales, Puerto Rico",earthquake,2.38,2.46,0.14,6,reviewed,pr,pr
2019-05-08T15:52:42.999Z,56.3379,-149.4931,10,3,ml,,248,2.224,1.27,us,us70003ksd,2019-05-14T22:12:45.040Z,"239km SE of Kodiak, Alaska",earthquake,8.3,2,0.049,54,reviewed,us,us
2019-05-08T15:48:46.877Z,24.8613,122.4559,127.28,4.4,mb,,46,0.639,0.94,us,us70003id4,2019-05-20T01:19:44.040Z,"67km ENE of Su'ao, Taiwan",earthquake,5.6,4.4,0.064,70,reviewed,us,us
2019-05-08T15:12:29.471Z,51.4661,-178.4626,33.92,2.5,ml,,249,0.353,0.42,us,us70003ks8,2019-05-14T03:23:52.040Z,"50km ENE of Amatignak Island, Alaska",earthquake,4,5,,,reviewed,us,ak
2019-05-08T15:00:22.313Z,-3.8483,35.7741,10,4.2,mb,,146,2.706,0.4,us,us70003ilh,2019-05-20T01:09:50.855Z,"18km N of Magugu, Tanzania",earthquake,9.5,2,0.263,4,reviewed,us,us
2019-05-08T14:57:00.079Z,-19.0669,167.4577,10,5,mb,,75,3.136,1.3,us,us70003ic7,2019-05-08T15:16:33.040Z,"173km SSW of Port-Vila, Vanuatu",earthquake,10.1,1.9,0.083,47,reviewed,us,us
2019-05-08T14:14:49.726Z,67.2114,-143.6708,19.9,2.5,ml,,,,0.54,ak,ak0195vx7lje,2019-05-14T01:50:04.645Z,"99km NE of Fort Yukon, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-05-08T14:08:56.936Z,55.4519,-152.2724,10,3.6,mb,,210,1.544,0.79,us,us70003ibg,2019-05-14T01:50:03.830Z,"214km E of Chirikof Island, Alaska",earthquake,7,2,0.289,3,reviewed,us,us
2019-05-08T13:47:18.488Z,-15.8336,-75.1857,10,5.8,mww,,131,4.147,0.84,us,us70003ib5,2019-05-14T03:42:56.876Z,"69km S of Minas de Marcona, Peru",earthquake,8.3,1.9,0.063,24,reviewed,us,us
2019-05-08T13:20:46.340Z,19.2555,-68.7516,42,2.63,md,9,200,0.4379,0.53,pr,pr2019128010,2019-05-09T05:57:34.040Z,"40km ENE of Miches, Dominican Republic",earthquake,2.61,5.58,0.65,6,reviewed,pr,pr
2019-05-08T12:25:14.575Z,45.851,-111.385,5,3,ml,,89,0.306,0.41,us,us70003iaa,2019-05-11T04:12:18.693Z,"4km W of Manhattan, Montana",earthquake,1.7,1.7,0.057,40,reviewed,us,us
2019-05-08T12:15:16.725Z,-1.79,122.6399,10,4.7,mb,,49,0.754,1.04,us,us70003ia5,2019-05-08T12:37:05.040Z,"94km S of Luwuk, Indonesia",earthquake,6.6,1.9,0.099,31,reviewed,us,us
2019-05-08T12:13:51.963Z,53.5204,-166.071,23.7,3.5,ml,,,,0.34,ak,ak0195vw0ix8,2019-05-14T01:49:58.247Z,"49km SE of Unalaska, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T11:41:16.746Z,61.5144,-149.939,42.7,2.8,ml,,,,0.53,ak,ak0195vvl0gt,2019-05-14T01:51:52.267Z,"8km SW of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-05-08T11:21:33.354Z,61.3777,-149.9312,33.5,2.9,ml,,,,0.62,ak,ak0195vvgre5,2019-05-14T01:54:39.713Z,"16km S of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-05-08T10:20:07.285Z,54.8736,-161.3406,46.6,2.9,ml,,,,0.34,ak,ak0195vuv252,2019-05-14T01:49:50.772Z,"74km SW of Sand Point, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-05-08T09:40:05.020Z,18.84,-65.4593,32,3.02,md,12,312,0.7993,0.17,pr,pr2019128009,2019-05-08T15:54:50.701Z,"58km NNE of Luquillo, Puerto Rico",earthquake,1.18,6.6,0.21,9,reviewed,pr,pr
2019-05-08T07:40:33.550Z,19.4585,-65.0376,40,2.86,md,10,334,1.5463,0.26,pr,pr2019128007,2019-05-14T12:39:13.040Z,"117km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.36,16.49,0.15,6,reviewed,pr,pr
2019-05-08T07:38:36.932Z,-17.7437,-173.2439,95.25,4.7,mb,,91,3.416,1.49,us,us70003i85,2019-05-08T07:58:11.040Z,"127km NE of Neiafu, Tonga",earthquake,12.4,8.2,0.11,25,reviewed,us,us
2019-05-08T05:34:34.736Z,8.8532,126.5438,49.41,4.7,mb,,116,2.013,0.87,us,us70003i7p,2019-05-08T05:55:50.040Z,"26km E of Aras-asan, Philippines",earthquake,10.7,7.6,0.081,46,reviewed,us,us
2019-05-08T05:15:30.960Z,18.8171,-65.4736,24,2.5,md,10,318,0.7723,0.35,pr,pr2019128005,2019-05-08T08:07:47.601Z,"55km NNE of Luquillo, Puerto Rico",earthquake,1.95,22.99,0.48,9,reviewed,pr,pr
2019-05-08T05:02:39.500Z,18.1123,-68.4108,71,2.82,md,6,211,1.3055,0.33,pr,pr2019128003,2019-05-14T12:35:56.040Z,"39km SE of Boca de Yuma, Dominican Republic",earthquake,2.87,4.55,0.16,5,reviewed,pr,pr
